Supplemental Table 1: Public RNA-sequencing data collection and respective quality control status.,,,
,samples,study,QC_Status
2701,SAMN10985538,Jiang,PASS
2702,SAMN10985537,Jiang,PASS
2703,SAMN10985536,Jiang,PASS
2704,SAMN10985535,Jiang,PASS
2705,SAMN10985534,Jiang,PASS
2706,SAMN10985533,Jiang,FAIL
2707,SAMN10985532,Jiang,PASS
2708,SAMN10985531,Jiang,PASS
2709,SAMN10985549,Jiang,FAIL
2710,SAMN10985550,Jiang,PASS
2711,SAMN10985543,Jiang,PASS
2712,SAMN10985544,Jiang,PASS
2713,SAMN10985541,Jiang,FAIL
2714,SAMN10985542,Jiang,PASS
2715,SAMN10985547,Jiang,PASS
2716,SAMN10985548,Jiang,PASS
2717,SAMN10985545,Jiang,PASS
2718,SAMN10985546,Jiang,PASS
2719,SAMN10985529,Jiang,PASS
2720,SAMN10985530,Jiang,PASS
2721,SAMN10985521,Jiang,PASS
2722,SAMN10985522,Jiang,PASS
2723,SAMN10985523,Jiang,FAIL
2724,SAMN10985524,Jiang,PASS
2725,SAMN10985525,Jiang,PASS
2726,SAMN10985526,Jiang,PASS
2727,SAMN10985527,Jiang,FAIL
2728,SAMN10985528,Jiang,PASS
2729,SAMN10985605,Jiang,PASS
2730,SAMN10985606,Jiang,PASS
2731,SAMN10985607,Jiang,PASS
2732,SAMN10985608,Jiang,PASS
2733,SAMN10985601,Jiang,PASS
2734,SAMN10985602,Jiang,PASS
2735,SAMN10985603,Jiang,PASS
2736,SAMN10985604,Jiang,PASS
2737,SAMN10985609,Jiang,PASS
2738,SAMN10985610,Jiang,PASS
2739,SAMN10985516,Jiang,PASS
2740,SAMN10985515,Jiang,PASS
2741,SAMN10985518,Jiang,PASS
2742,SAMN10985517,Jiang,PASS
2743,SAMN10985512,Jiang,PASS
2744,SAMN10985511,Jiang,PASS
2745,SAMN10985514,Jiang,PASS
2746,SAMN10985513,Jiang,PASS
2747,SAMN10985520,Jiang,FAIL
2748,SAMN10985519,Jiang,PASS
2749,SAMN10985614,Jiang,PASS
2750,SAMN10985613,Jiang,PASS
2751,SAMN10985612,Jiang,PASS
2752,SAMN10985611,Jiang,PASS
2753,SAMN10985615,Jiang,PASS
2754,SAMN07614342,Bakr,PASS
2755,SAMN07614341,Bakr,PASS
2756,SAMN07614340,Bakr,FAIL
2757,SAMN07614339,Bakr,PASS
2758,SAMN07614338,Bakr,FAIL
2759,SAMN07614337,Bakr,PASS
2760,SAMN07614336,Bakr,PASS
2761,SAMN07614335,Bakr,PASS
2762,SAMN07614334,Bakr,FAIL
2763,SAMN07614333,Bakr,PASS
2764,SAMN07614332,Bakr,FAIL
2765,SAMN07614331,Bakr,PASS
2766,SAMN07614330,Bakr,FAIL
2767,SAMN07614329,Bakr,PASS
2768,SAMN07614328,Bakr,FAIL
2769,SAMN07614327,Bakr,PASS
2770,SAMN07614343,Bakr,PASS
2771,SAMN07614262,Bakr,PASS
2772,SAMN07614326,Bakr,FAIL
2773,SAMN07614317,Bakr,PASS
2774,SAMN07614316,Bakr,PASS
2775,SAMN07614315,Bakr,PASS
2776,SAMN07614314,Bakr,FAIL
2777,SAMN07614313,Bakr,PASS
2778,SAMN07614312,Bakr,PASS
2779,SAMN07614311,Bakr,PASS
2780,SAMN07614310,Bakr,PASS
2781,SAMN07614309,Bakr,PASS
2782,SAMN07614308,Bakr,PASS
2783,SAMN07614307,Bakr,PASS
2784,SAMN07614306,Bakr,FAIL
2785,SAMN07614305,Bakr,PASS
2786,SAMN07614304,Bakr,PASS
2787,SAMN07614303,Bakr,PASS
2788,SAMN07614302,Bakr,PASS
2789,SAMN07614301,Bakr,PASS
2790,SAMN07614300,Bakr,PASS
2791,SAMN07614299,Bakr,PASS
2792,SAMN07614298,Bakr,PASS
2793,SAMN07614297,Bakr,PASS
2794,SAMN07614296,Bakr,FAIL
2795,SAMN07614295,Bakr,PASS
2796,SAMN07614294,Bakr,PASS
2797,SAMN07614293,Bakr,PASS
2798,SAMN07614290,Bakr,PASS
2799,SAMN07614289,Bakr,PASS
2800,SAMN07614325,Bakr,FAIL
2801,SAMN07614324,Bakr,PASS
2802,SAMN07614323,Bakr,PASS
2803,SAMN07614292,Bakr,PASS
2804,SAMN07614291,Bakr,PASS
2805,SAMN07614322,Bakr,PASS
2806,SAMN07614321,Bakr,PASS
2807,SAMN07614320,Bakr,PASS
2808,SAMN07614319,Bakr,FAIL
2809,SAMN07614318,Bakr,PASS
2810,SAMN07614391,Bakr,PASS
2811,SAMN07614390,Bakr,PASS
2812,SAMN07614389,Bakr,PASS
2813,SAMN07614388,Bakr,PASS
2814,SAMN07614387,Bakr,PASS
2815,SAMN07614386,Bakr,PASS
2816,SAMN07614385,Bakr,PASS
2817,SAMN07614384,Bakr,PASS
2818,SAMN07614383,Bakr,FAIL
2819,SAMN07614382,Bakr,FAIL
2820,SAMN07614381,Bakr,PASS
2821,SAMN07614380,Bakr,FAIL
2822,SAMN07614379,Bakr,PASS
2823,SAMN07614378,Bakr,PASS
2824,SAMN07614377,Bakr,PASS
2825,SAMN07614376,Bakr,PASS
2826,SAMN07614375,Bakr,PASS
2827,SAMN07614374,Bakr,PASS
2828,SAMN07614373,Bakr,FAIL
2829,SAMN07614372,Bakr,PASS
2830,SAMN07614371,Bakr,PASS
2831,SAMN07614284,Bakr,PASS
2832,SAMN07614283,Bakr,PASS
2833,SAMN07614370,Bakr,PASS
2834,SAMN07614288,Bakr,PASS
2835,SAMN07614287,Bakr,PASS
2836,SAMN07614286,Bakr,PASS
2837,SAMN07614285,Bakr,PASS
2838,SAMN07614282,Bakr,PASS
2839,SAMN07614281,Bakr,PASS
2840,SAMN07614280,Bakr,PASS
2841,SAMN07614279,Bakr,PASS
2842,SAMN07614278,Bakr,PASS
2843,SAMN07614277,Bakr,PASS
2844,SAMN07614276,Bakr,PASS
2845,SAMN07614275,Bakr,PASS
2846,SAMN07614274,Bakr,PASS
2847,SAMN07614273,Bakr,PASS
2848,SAMN07614272,Bakr,PASS
2849,SAMN07614271,Bakr,PASS
2850,SAMN07614270,Bakr,PASS
2851,SAMN07614269,Bakr,PASS
2852,SAMN07614268,Bakr,PASS
2853,SAMN07614267,Bakr,PASS
2854,SAMN07614266,Bakr,PASS
2855,SAMN07614265,Bakr,PASS
2856,SAMN07614264,Bakr,PASS
2857,SAMN07614263,Bakr,PASS
2858,SAMN07614369,Bakr,PASS
2859,SAMN07614368,Bakr,PASS
2860,SAMN07614367,Bakr,PASS
2861,SAMN07614366,Bakr,PASS
2862,SAMN07614365,Bakr,PASS
2863,SAMN07614364,Bakr,PASS
2864,SAMN07614363,Bakr,PASS
2865,SAMN07614362,Bakr,FAIL
2866,SAMN07614361,Bakr,PASS
2867,SAMN07614360,Bakr,PASS
2868,SAMN07614359,Bakr,PASS
2869,SAMN07614358,Bakr,PASS
2870,SAMN07614357,Bakr,PASS
2871,SAMN07614356,Bakr,PASS
2872,SAMN07614355,Bakr,PASS
2873,SAMN07614354,Bakr,PASS
2874,SAMN07614353,Bakr,PASS
2875,SAMN07614352,Bakr,PASS
2876,SAMN07614351,Bakr,PASS
2877,SAMN07614350,Bakr,PASS
2878,SAMN07614349,Bakr,PASS
2879,SAMN07614348,Bakr,PASS
2880,SAMN07614347,Bakr,PASS
2881,SAMN07614346,Bakr,PASS
2882,SAMN07614345,Bakr,PASS
2883,SAMN07614344,Bakr,PASS
2884,SAMN12688457_N1,Arroyo,PASS
2885,SAMN12688457_T1,Arroyo,PASS
2886,SAMN12688457_N5,Arroyo,PASS
2887,SAMN12688457_T5,Arroyo,PASS
2888,SAMN12688457_T4,Arroyo,PASS
2889,SAMN12688457_N4,Arroyo,PASS
2890,SAMN12688457_T3,Arroyo,FAIL
2891,SAMN12688457_N3,Arroyo,PASS
2892,SAMN12688457_N2,Arroyo,FAIL
2893,SAMN12688457_T2,Arroyo,FAIL
2894,SAMN12688457_N8,Arroyo,PASS
2895,SAMN12688457_T8,Arroyo,PASS
2896,SAMN12688457_T7,Arroyo,FAIL
2897,SAMN12688457_N7,Arroyo,PASS
2898,SAMN12688457_N6,Arroyo,FAIL
2899,SAMN12688457_T6,Arroyo,PASS
2900,SAMEA3670226,Maag,FAIL
2901,SAMEA3670228,Maag,FAIL
2902,SAMEA3670233,Maag,FAIL
2903,SAMEA3670235,Maag,FAIL
2904,SAMEA3670236,Maag,FAIL
2905,SAMEA3670239,Maag,FAIL
2906,SAMEA3670240,Maag,FAIL
2907,SAMEA3670241,Maag,FAIL
2908,SAMEA3670242,Maag,FAIL
2909,SAMEA3670243,Maag,FAIL
2910,SAMEA3670244,Maag,OMITTED1
2911,SAMEA3670246,Maag,FAIL
2912,SAMEA3670248,Maag,FAIL
2913,SAMEA3670250,Maag,FAIL
2914,SAMEA3670252,Maag,OMITTED1
2915,SAMEA3670253,Maag,OMITTED1
2916,SAMEA3670255,Maag,OMITTED1
2917,SAMEA3670256,Maag,FAIL
2918,SAMEA3670257,Maag,FAIL
2919,SAMEA3670258,Maag,PASS
2920,SAMEA3670259,Maag,PASS
2921,SAMEA3670260,Maag,PASS
2922,SAMEA3670261,Maag,PASS
2923,SAMEA3670262,Maag,PASS
2924,SAMEA3670264,Maag,FAIL
2925,SAMEA3670265,Maag,PASS
2926,SAMEA3670266,Maag,PASS
2927,SAMEA3670268,Maag,PASS
2928,SAMEA3670269,Maag,PASS
2929,SAMN09375181,Pinskaya,PASS
2930,SAMN09375180,Pinskaya,FAIL
2931,SAMN09375179,Pinskaya,PASS
2932,SAMN09375178,Pinskaya,PASS
2933,SAMN09375177,Pinskaya,PASS
2934,SAMN09375176,Pinskaya,PASS
2935,SAMN09375199,Pinskaya,PASS
2936,SAMN09375198,Pinskaya,PASS
2937,SAMN09375197,Pinskaya,PASS
2938,SAMN09375196,Pinskaya,PASS
2939,SAMN09375195,Pinskaya,PASS
2940,SAMN09375194,Pinskaya,PASS
2941,SAMN09375193,Pinskaya,FAIL
2942,SAMN09375192,Pinskaya,PASS
2943,SAMN09375191,Pinskaya,PASS
2944,SAMN09375190,Pinskaya,PASS
2945,SAMN09375189,Pinskaya,PASS
2946,SAMN09375188,Pinskaya,PASS
2947,SAMN09375187,Pinskaya,PASS
2948,SAMN09375186,Pinskaya,PASS
2949,SAMN09375185,Pinskaya,PASS
2950,SAMN09375184,Pinskaya,PASS
2951,SAMN09375183,Pinskaya,PASS
2952,SAMN09375182,Pinskaya,PASS
2953,SAMN07687796,Teslow,FAIL
2954,SAMN07687795,Teslow,FAIL
2955,SAMN07687768,Teslow,PASS
2956,SAMN07687799,Teslow,FAIL
2957,SAMN07687798,Teslow,FAIL
2958,SAMN07687797,Teslow,FAIL
2959,SAMN07687794,Teslow,PASS
2960,SAMN07687793,Teslow,FAIL
2961,SAMN07687792,Teslow,FAIL
2962,SAMN07687791,Teslow,PASS
2963,SAMN07687790,Teslow,FAIL
2964,SAMN07687789,Teslow,FAIL
2965,SAMN07687788,Teslow,PASS
2966,SAMN07687787,Teslow,PASS
2967,SAMN07687786,Teslow,FAIL
2968,SAMN07687785,Teslow,FAIL
2969,SAMN07687784,Teslow,PASS
2970,SAMN07687783,Teslow,FAIL
2971,SAMN07687782,Teslow,FAIL
2972,SAMN07687781,Teslow,FAIL
2973,SAMN07687780,Teslow,PASS
2974,SAMN07687779,Teslow,FAIL
2975,SAMN07687778,Teslow,FAIL
2976,SAMN07687777,Teslow,FAIL
2977,SAMN07687776,Teslow,FAIL
2978,SAMN07687775,Teslow,FAIL
2979,SAMN07687774,Teslow,FAIL
2980,SAMN07687773,Teslow,FAIL
2981,SAMN07687772,Teslow,FAIL
2982,SAMN07687771,Teslow,FAIL
2983,SAMN07687770,Teslow,PASS
2984,SAMN07687769,Teslow,PASS
2985,SAMN09227898,Miller,PASS
2986,SAMN09227897,Miller,PASS
2987,SAMN09227895,Miller,PASS
2988,SAMN09227852,Miller,PASS
2989,SAMN09227851,Miller,PASS
2990,SAMN09227896,Miller,PASS
2991,SAMN09227848,Miller,FAIL
2992,SAMN09227847,Miller,PASS
2993,SAMN09227850,Miller,PASS
2994,SAMN09227903,Miller,PASS
2995,SAMN09227849,Miller,PASS
2996,SAMN09227902,Miller,PASS
2997,SAMN09227856,Miller,PASS
2998,SAMN09227855,Miller,PASS
2999,SAMN09227906,Miller,PASS
3000,SAMN09227905,Miller,PASS
3001,SAMN09227886,Miller,PASS
3002,SAMN09227901,Miller,PASS
3003,SAMN09227885,Miller,PASS
3004,SAMN09227889,Miller,PASS
3005,SAMN09227882,Miller,PASS
3006,SAMN09227881,Miller,PASS
3007,SAMN09227883,Miller,PASS
3008,SAMN09227878,Miller,PASS
3009,SAMN09227877,Miller,PASS
3010,SAMN09227884,Miller,PASS
3011,SAMN09227880,Miller,PASS
3012,SAMN09227879,Miller,PASS
3013,SAMN09227864,Miller,FAIL
3014,SAMN09227863,Miller,FAIL
3015,SAMN09227861,Miller,PASS
3016,SAMN09227860,Miller,PASS
3017,SAMN09227859,Miller,PASS
3018,SAMN09227862,Miller,PASS
3019,SAMN09227858,Miller,PASS
3020,SAMN09227857,Miller,PASS
3021,SAMN09227866,Miller,PASS
3022,SAMN09227865,Miller,FAIL
3023,SAMN09227904,Miller,PASS
3024,SAMN09227907,Miller,FAIL
3025,SAMN09227908,Miller,PASS
3026,SAMN09227890,Miller,PASS
3027,SAMN09227891,Miller,FAIL
3028,SAMN09227892,Miller,FAIL
3029,SAMN09227893,Miller,PASS
3030,SAMN09227894,Miller,FAIL
3031,SAMN09227888,Miller,FAIL
3032,SAMN09227875,Miller,PASS
3033,SAMN09227876,Miller,FAIL
3034,SAMN09227887,Miller,FAIL
3035,SAMN09227873,Miller,PASS
3036,SAMN09227874,Miller,PASS
3037,SAMN09227871,Miller,PASS
3038,SAMN09227872,Miller,PASS
3039,SAMN09227870,Miller,PASS
3040,SAMN09227867,Miller,PASS
3041,SAMN09227868,Miller,PASS
3042,SAMN09227869,Miller,PASS
3043,SAMN09227854,Miller,PASS
3044,SAMN09227900,Miller,PASS
3045,SAMN09227853,Miller,PASS
3046,SAMN09227899,Miller,PASS
3047,SAMEA5789105,Ravo,FAIL
3048,SAMEA5789106,Ravo,FAIL
3049,SAMEA5789107,Ravo,OMITTED3
3050,SAMEA5789108,Ravo,PASS
3051,SAMEA5789109,Ravo,FAIL
3052,SAMEA5789110,Ravo,FAIL
3053,SAMEA5789111,Ravo,FAIL
3054,SAMEA5789112,Ravo,PASS
3055,SAMEA5789113,Ravo,FAIL
3056,SAMEA5789114,Ravo,FAIL
3057,SAMEA5789115,Ravo,FAIL
3058,SAMEA5789116,Ravo,FAIL
3059,SAMN12239132,Akter,PASS
3060,SAMN12239131,Akter,PASS
3061,SAMN12239130,Akter,PASS
3062,SAMN12239129,Akter,PASS
3063,SAMN12239128,Akter,PASS
3064,SAMN12239249,Akter,PASS
3065,SAMN12239248,Akter,PASS
3066,SAMN12239247,Akter,PASS
3067,SAMN12239246,Akter,PASS
3068,SAMN12239245,Akter,PASS
3069,SAMN12239244,Akter,PASS
3070,SAMN12239243,Akter,PASS
3071,SAMN12239241,Akter,PASS
3072,SAMN12239240,Akter,PASS
3073,SAMN12239237,Akter,PASS
3074,SAMN12239232,Akter,PASS
3075,SAMN12239231,Akter,PASS
3076,SAMN12239230,Akter,PASS
3077,SAMN12239227,Akter,PASS
3078,SAMN12239160,Akter,PASS
3079,SAMN12239155,Akter,PASS
3080,SAMN12239154,Akter,PASS
3081,SAMN10596651,Court,PASS
3082,SAMN10596650,Court,PASS
3083,SAMN10596649,Court,PASS
3084,SAMN10596664,Court,PASS
3085,SAMN10596663,Court,PASS
3086,SAMN10596662,Court,PASS
3087,SAMN10596661,Court,PASS
3088,SAMN10596660,Court,PASS
3089,SAMN10596659,Court,PASS
3090,SAMN10596658,Court,PASS
3091,SAMN10596657,Court,PASS
3092,SAMN10596656,Court,PASS
3093,SAMN10596655,Court,PASS
3094,SAMN10596654,Court,PASS
3095,SAMN10596653,Court,PASS
3096,SAMN10596652,Court,PASS
3097,SAMN04940983,Wang4,FAIL
3098,SAMN04940988,Wang4,PASS
3099,SAMN04940968,Wang4,FAIL
3100,SAMN04940998,Wang4,FAIL
3101,SAMN04941003,Wang4,FAIL
3102,SAMN04941013,Wang4,PASS
3103,SAMN04941021,Wang4,PASS
3104,SAMN04940973,Wang4,PASS
3105,SAMN04940978,Wang4,FAIL
3106,SAMN10311475,Cloughesy,PASS
3107,SAMN10311474,Cloughesy,PASS
3108,SAMN10311473,Cloughesy,FAIL
3109,SAMN10311472,Cloughesy,PASS
3110,SAMN10311471,Cloughesy,PASS
3111,SAMN10311470,Cloughesy,FAIL
3112,SAMN10311469,Cloughesy,PASS
3113,SAMN10311468,Cloughesy,PASS
3114,SAMN10311467,Cloughesy,PASS
3115,SAMN10311466,Cloughesy,PASS
3116,SAMN10311465,Cloughesy,FAIL
3117,SAMN10311464,Cloughesy,FAIL
3118,SAMN10311463,Cloughesy,FAIL
3119,SAMN10311462,Cloughesy,FAIL
3120,SAMN10311461,Cloughesy,FAIL
3121,SAMN10311460,Cloughesy,PASS
3122,SAMN10311459,Cloughesy,FAIL
3123,SAMN10311458,Cloughesy,PASS
3124,SAMN10311457,Cloughesy,PASS
3125,SAMN10311456,Cloughesy,PASS
3126,SAMN10311455,Cloughesy,PASS
3127,SAMN10311454,Cloughesy,PASS
3128,SAMN10311453,Cloughesy,PASS
3129,SAMN10311482,Cloughesy,PASS
3130,SAMN10311481,Cloughesy,FAIL
3131,SAMN10311480,Cloughesy,PASS
3132,SAMN10311479,Cloughesy,FAIL
3133,SAMN10311478,Cloughesy,FAIL
3134,SAMN10311477,Cloughesy,FAIL
3135,SAMN02800322,Trimarchi,PASS
3136,SAMN02800315,Trimarchi,PASS
3137,SAMN07427939,Ducie,FAIL
3138,SAMN07427938,Ducie,FAIL
3139,SAMN07427937,Ducie,FAIL
3140,SAMN07427936,Ducie,FAIL
3141,SAMN07427935,Ducie,FAIL
3142,SAMN07427934,Ducie,PASS
3143,SAMN07427933,Ducie,FAIL
3144,SAMN07427932,Ducie,PASS
3145,SAMN07427931,Ducie,FAIL
3146,SAMN07427930,Ducie,FAIL
3147,SAMN07427929,Ducie,FAIL
3148,SAMN07427928,Ducie,FAIL
3149,SAMN07427927,Ducie,PASS
3150,SAMN07427926,Ducie,PASS
3151,SAMN07427925,Ducie,PASS
3152,SAMN07427923,Ducie,PASS
3153,SAMN07427924,Ducie,FAIL
3154,SAMN07427915,Ducie,PASS
3155,SAMN07427916,Ducie,PASS
3156,SAMN07427922,Ducie,FAIL
3157,SAMN07427921,Ducie,FAIL
3158,SAMN07427920,Ducie,FAIL
3159,SAMN07427919,Ducie,FAIL
3160,SAMN07427918,Ducie,PASS
3161,SAMN07427917,Ducie,PASS
3162,SAMN07427914,Ducie,PASS
3163,SAMN07427913,Ducie,PASS
3164,SAMN07427912,Ducie,PASS
3165,SAMN07427911,Ducie,PASS
3166,SAMN07427910,Ducie,PASS
3167,SAMN07427909,Ducie,PASS
3168,SAMN07427908,Ducie,PASS
3169,SAMN07427907,Ducie,FAIL
3170,SAMN07427906,Ducie,PASS
3171,SAMN07427905,Ducie,FAIL
3172,SAMN07427904,Ducie,PASS
3173,SAMN07427903,Ducie,FAIL
3174,SAMN07427902,Ducie,PASS
3175,SAMN07427901,Ducie,PASS
3176,SAMN07427993,Ducie,PASS
3177,SAMN07427992,Ducie,PASS
3178,SAMN07427991,Ducie,PASS
3179,SAMN07427990,Ducie,PASS
3180,SAMN07427989,Ducie,PASS
3181,SAMN07427988,Ducie,FAIL
3182,SAMN07427987,Ducie,PASS
3183,SAMN07427986,Ducie,FAIL
3184,SAMN07427985,Ducie,PASS
3185,SAMN07427984,Ducie,FAIL
3186,SAMN07427983,Ducie,FAIL
3187,SAMN07427982,Ducie,FAIL
3188,SAMN07427981,Ducie,PASS
3189,SAMN07427980,Ducie,PASS
3190,SAMN07427979,Ducie,PASS
3191,SAMN07427978,Ducie,PASS
3192,SAMN07427977,Ducie,PASS
3193,SAMN07427976,Ducie,PASS
3194,SAMN07427975,Ducie,PASS
3195,SAMN07427974,Ducie,PASS
3196,SAMN07427973,Ducie,PASS
3197,SAMN07427900,Ducie,PASS
3198,SAMN07427972,Ducie,FAIL
3199,SAMN07427964,Ducie,PASS
3200,SAMN07427961,Ducie,PASS
3201,SAMN07427960,Ducie,PASS
3202,SAMN07427959,Ducie,FAIL
3203,SAMN07427958,Ducie,FAIL
3204,SAMN07427957,Ducie,PASS
3205,SAMN07427956,Ducie,PASS
3206,SAMN07427955,Ducie,FAIL
3207,SAMN07427954,Ducie,PASS
3208,SAMN07427953,Ducie,PASS
3209,SAMN07427952,Ducie,FAIL
3210,SAMN07427951,Ducie,PASS
3211,SAMN07427950,Ducie,FAIL
3212,SAMN07427949,Ducie,FAIL
3213,SAMN07427948,Ducie,FAIL
3214,SAMN07427947,Ducie,PASS
3215,SAMN07427946,Ducie,PASS
3216,SAMN07427945,Ducie,PASS
3217,SAMN07427944,Ducie,PASS
3218,SAMN07427943,Ducie,PASS
3219,SAMN07427942,Ducie,PASS
3220,SAMN07427941,Ducie,FAIL
3221,SAMN07427940,Ducie,PASS
3222,SAMN07203276,Riester,PASS
3223,SAMN07203272,Riester,PASS
3224,SAMN07203275,Riester,PASS
3225,SAMN07203274,Riester,PASS
3226,SAMN07203273,Riester,PASS
3227,SAMN07203277,Riester,PASS
3228,SAMN07203257,Riester,PASS
3229,SAMN07203256,Riester,PASS
3230,SAMN07203283,Riester,PASS
3231,SAMN07203284,Riester,PASS
3232,SAMN07203282,Riester,PASS
3233,SAMN07203281,Riester,PASS
3234,SAMN07203280,Riester,PASS
3235,SAMN07203279,Riester,PASS
3236,SAMN07203278,Riester,PASS
3237,SAMN07203271,Riester,PASS
3238,SAMN07203270,Riester,PASS
3239,SAMN07203269,Riester,PASS
3240,SAMN07203268,Riester,PASS
3241,SAMN07203267,Riester,PASS
3242,SAMN07508254,Modur ,FAIL
3243,SAMN07508253,Modur ,FAIL
3244,SAMN07508252,Modur ,FAIL
3245,SAMN07508251,Modur ,FAIL
3246,SAMN07508250,Modur ,FAIL
3247,SAMN07508249,Modur ,FAIL
3248,SAMN07508248,Modur ,FAIL
3249,SAMN07508247,Modur ,FAIL
3250,SAMN07508246,Modur ,FAIL
3251,SAMN07508245,Modur ,FAIL
3252,SAMN07508244,Modur ,FAIL
3253,SAMN07508243,Modur ,FAIL
3254,SAMN05936817,Wang5,PASS
3255,SAMN05936816,Wang5,PASS
3256,SAMN05936815,Wang5,PASS
3257,SAMN05936814,Wang5,PASS
3258,SAMN05936813,Wang5,PASS
3259,SAMN05936812,Wang5,PASS
3260,SAMN05936811,Wang5,FAIL
3261,SAMN05936810,Wang5,FAIL
3262,SAMN05936809,Wang5,FAIL
3263,SAMN05936808,Wang5,FAIL
3264,SAMN05936807,Wang5,PASS
3265,SAMN05936806,Wang5,FAIL
3266,SAMN05936805,Wang5,FAIL
3267,SAMN07161011,Kim,PASS
3268,SAMN07161009,Kim,PASS
3269,SAMN07161008,Kim,PASS
3270,SAMN07161006,Kim,PASS
3271,SAMN07161004,Kim,PASS
3272,SAMN07161002,Kim,PASS
3273,SAMN07161000,Kim,PASS
3274,SAMN07160998,Kim,PASS
3275,SAMN06854091,Mellough,PASS
3276,SAMN06854092,Mellough,PASS
3277,SAMN06854061,Mellough,PASS
3278,SAMN12725368,Mitra,PASS
3279,SAMN12725367,Mitra,PASS
3280,SAMN12725366,Mitra,PASS
3281,SAMN12725365,Mitra,PASS
3282,SAMN12725364,Mitra,PASS
3283,SAMN12725363,Mitra,PASS
3284,SAMN12725362,Mitra,PASS
3285,SAMN12725361,Mitra,PASS
3286,SAMN12725360,Mitra,PASS
3287,SAMN12725359,Mitra,PASS
3288,SAMN12725358,Mitra,OMITTED2
3289,SAMN12725357,Mitra,PASS
3290,SAMN12725372,Mitra,PASS
3291,SAMN12725371,Mitra,PASS
3292,SAMN12725370,Mitra,PASS
3293,SAMN12725369,Mitra,PASS
3294,SAMEA4690189,Cardoso-Moreira,PASS
3295,SAMEA4690190,Cardoso-Moreira,PASS
3296,SAMEA4690191,Cardoso-Moreira,PASS
3297,SAMEA4690192,Cardoso-Moreira,PASS
3298,SAMEA4690193,Cardoso-Moreira,PASS
3299,SAMEA4690198,Cardoso-Moreira,PASS
3300,SAMEA4690199,Cardoso-Moreira,PASS
3301,SAMEA4690200,Cardoso-Moreira,PASS
3302,SAMEA4690201,Cardoso-Moreira,PASS
3303,SAMEA4690202,Cardoso-Moreira,FAIL
3304,SAMEA4690203,Cardoso-Moreira,PASS
3305,SAMEA4690204,Cardoso-Moreira,PASS
3306,SAMEA4690207,Cardoso-Moreira,PASS
3307,SAMEA4690208,Cardoso-Moreira,PASS
3308,SAMEA4690209,Cardoso-Moreira,PASS
3309,SAMEA4690228,Cardoso-Moreira,PASS
3310,SAMEA4690229,Cardoso-Moreira,PASS
3311,SAMEA4690230,Cardoso-Moreira,PASS
3312,SAMEA4690233,Cardoso-Moreira,PASS
3313,SAMEA4690234,Cardoso-Moreira,PASS
3314,SAMEA4690251,Cardoso-Moreira,PASS
3315,SAMEA4690252,Cardoso-Moreira,PASS
3316,SAMEA4690256,Cardoso-Moreira,PASS
3317,SAMEA4690257,Cardoso-Moreira,PASS
3318,SAMEA4690269,Cardoso-Moreira,PASS
3319,SAMEA4690270,Cardoso-Moreira,PASS
3320,SAMEA4690271,Cardoso-Moreira,PASS
3321,SAMEA4690272,Cardoso-Moreira,PASS
3322,SAMEA4690273,Cardoso-Moreira,PASS
3323,SAMEA4690274,Cardoso-Moreira,PASS
3324,SAMEA4690280,Cardoso-Moreira,PASS
3325,SAMEA4690281,Cardoso-Moreira,PASS
3326,SAMEA4690282,Cardoso-Moreira,PASS
3327,SAMEA4690283,Cardoso-Moreira,PASS
3328,SAMEA4690284,Cardoso-Moreira,PASS
3329,SAMEA4690285,Cardoso-Moreira,PASS
3330,SAMEA4690286,Cardoso-Moreira,PASS
3331,SAMN05272471,Liyanarachchi,PASS
3332,SAMN05272472,Liyanarachchi,PASS
3333,SAMN05272473,Liyanarachchi,PASS
3334,SAMN05272474,Liyanarachchi,PASS
3335,SAMN05272475,Liyanarachchi,PASS
3336,SAMN05272476,Liyanarachchi,PASS
3337,SAMN05272477,Liyanarachchi,PASS
3338,SAMN05272478,Liyanarachchi,PASS
3339,SAMN05272479,Liyanarachchi,PASS
3340,SAMN05272481,Liyanarachchi,PASS
3341,SAMN05272482,Liyanarachchi,PASS
3342,SAMN05272483,Liyanarachchi,PASS
3343,SAMN05272484,Liyanarachchi,PASS
3344,SAMN05272485,Liyanarachchi,PASS
3345,SAMN05272480,Liyanarachchi,PASS
3346,SAMN05272486,Liyanarachchi,PASS
3347,SAMN05272487,Liyanarachchi,PASS
3348,SAMN05272488,Liyanarachchi,PASS
3349,SAMN05272489,Liyanarachchi,PASS
3350,SAMN05272490,Liyanarachchi,PASS
3351,SAMN05272491,Liyanarachchi,PASS
3352,SAMN05272492,Liyanarachchi,PASS
3353,SAMN05272493,Liyanarachchi,PASS
3354,SAMN05272494,Liyanarachchi,PASS
3355,SAMN10936580,Oezata,PASS
3356,SAMN10936579,Oezata,PASS
3357,SAMN10936578,Oezata,PASS
3358,SAMN10936577,Oezata,PASS
3359,SAMN10936586,Oezata,PASS
3360,SAMN10936585,Oezata,PASS
3361,SAMN10936584,Oezata,PASS
3362,SAMN10936568,Oezata,PASS
3363,SAMN10936567,Oezata,PASS
3364,SAMN10936570,Oezata,PASS
3365,SAMN10936569,Oezata,PASS
3366,SAMN10936572,Oezata,PASS
3367,SAMN10936571,Oezata,FAIL
3368,SAMN10936574,Oezata,PASS
3369,SAMN10936573,Oezata,PASS
